temperature,pressure,vibration,humidity,equipment,location,faulty
73.74056569847572,38.48758103772378,1.2556001008245343,44.20642506654801,Turbine,Houston,0.0
76.7286123596682,45.77552995511196,1.3138408232147578,51.15435907401312,Compressor,Houston,0.0
135.30440061610966,66.01413953793633,1.0703353155981814,62.927458682064845,Turbine,San Francisco,1.0
87.82975152274203,33.675948643602595,3.9238275870702237,73.22646073383626,Pump,Houston,1.0
83.1830232485267,39.03492052574728,2.741882996293754,64.23631181818513,Compressor,Atlanta,0.0
79.78858050781795,47.29917384547432,1.853448145459256,49.97264443908887,Turbine,Chicago,0.0
56.42482460158065,36.754471305056434,0.8128003757629357,59.51564925058104,Compressor,New York,0.0
62.07476552884788,45.92448296345742,0.9556861396631875,54.37498296408455,Compressor,Chicago,0.0
81.44293068559939,32.850576979800344,1.2540602725927663,55.641169264001974,Compressor,San Francisco,0.0
45.9633139889947,42.5675276851155,1.7287003713958722,51.95365575648608,Compressor,Chicago,0.0
70.2538842054241,34.749908686766034,0.6999053566189203,24.116408364485515,Compressor,New York,0.0
87.61188124867374,34.10298845110924,1.7273363704712903,56.262055616322456,Pump,Atlanta,0.0
69.01690152545623,53.66428449689174,1.380225271557581,70.49507318183537,Turbine,Atlanta,0.0
62.12216248091761,45.74177489080948,2.1854813800646467,35.76019666179033,Compressor,San Francisco,0.0
59.08066099604687,28.572525806629944,1.510135946061144,46.48512234796302,Pump,Houston,0.0
75.731278132412,38.57362888647315,0.9794973908581065,66.31152515028003,Turbine,San Francisco,0.0
73.01873380721011,22.643202184755012,1.7802073161043528,48.97812220282889,Pump,Atlanta,0.0
83.64140429973844,25.74067367827653,1.257435028950065,42.64469334092418,Turbine,Atlanta,0.0
15.905622342629414,40.78216845286595,3.9195488379304635,77.36553387025053,Turbine,Houston,1.0
61.25564351660082,32.126946975129,1.9875535716444044,58.67153129040598,Turbine,Atlanta,0.0
69.2423571346454,41.1232172481068,1.0963611149948147,59.9080285612285,Compressor,Houston,0.0
66.41755622092492,37.86667256957537,2.5834420174081556,81.58941784588663,Turbine,Chicago,0.0
65.40343227727003,45.383332045286096,1.1480833709652685,57.81511725622424,Turbine,New York,0.0
59.037249131047986,25.58066795800569,1.471746937670396,60.30316695473671,Pump,New York,0.0
70.04229858994151,34.96589649884899,1.642419847677725,55.13211050420852,Compressor,Houston,0.0
67.81346722564965,36.14724768857044,1.3842909693975038,52.84964915162697,Compressor,Atlanta,0.0
67.40453322416083,32.283758746672106,2.0317178609337296,54.22247498758354,Turbine,Houston,0.0
75.22142545933936,27.252130824304835,2.135959151711183,50.89004110553482,Turbine,New York,0.0
61.83782755458035,23.86413370562339,2.080605701205807,36.13620927784216,Compressor,Chicago,0.0
87.1904061284182,32.39408885453904,1.1672330664956605,39.89399959348944,Compressor,New York,0.0
59.37696286273895,27.541030054544102,0.023088257299687776,40.09286478611906,Compressor,Houston,0.0
61.567534046838084,43.96749209924997,1.7868838805722924,61.20818648830796,Turbine,New York,0.0
69.77131937701118,29.236359434599528,1.407225732703573,51.75997252127395,Compressor,Houston,0.0
55.75251813786544,34.46178028069173,2.01359739412143,52.50261737645473,Pump,Houston,0.0
73.79767636040896,28.38907771787305,1.5315968019251134,59.15318300272151,Pump,San Francisco,0.0
74.41307151699246,28.163002865959474,1.8949538734269467,49.90628441479235,Compressor,Atlanta,0.0
80.72507337309803,33.71940410713356,1.3475093500758348,54.76584146983393,Compressor,Atlanta,0.0
82.5761905635936,39.380318561352425,1.635024806722598,40.77978621694133,Turbine,Chicago,0.0
80.72541799572758,36.08899707260675,1.1139176565676743,60.640832727255365,Compressor,Chicago,0.0
59.02697472367156,31.12297148319935,1.7779937168450695,37.01280365010625,Compressor,San Francisco,0.0
66.99174043967702,34.586416484998146,1.7840437103058369,44.495068836878815,Compressor,Atlanta,0.0
71.94384301577335,52.18637491029567,1.7939175609328948,39.59619849156089,Compressor,Houston,0.0
128.68673398905372,8.40574360313266,1.2950587790753476,72.83163783861593,Turbine,Houston,1.0
59.84121173010021,39.70525811548692,1.6124083683457373,54.36357593411119,Turbine,Chicago,0.0
65.30235535662864,37.79719805717979,1.8852402183437516,32.5774103051998,Compressor,San Francisco,0.0
84.84116028535965,39.32014241378513,0.9255799401920682,43.12476168095033,Pump,San Francisco,0.0
58.894241545341714,40.33796117943393,1.502542698064117,62.153259704764565,Turbine,New York,0.0
140.48797277487645,39.707829883270996,3.262112790523697,31.308388903136624,Turbine,Atlanta,1.0
81.9553138808671,33.63861974879373,2.49897410225645,41.27216572146325,Pump,Chicago,0.0
63.94285076996662,29.9312838760495,1.8973206017868294,66.14729303006885,Compressor,Houston,0.0
62.3841213496378,26.549534956193973,1.3135207448934372,66.39420548506403,Compressor,San Francisco,0.0
77.57495149337485,38.78252055942266,1.697272017158337,35.86030866592886,Pump,Houston,0.0
65.242045559951,40.803350617262126,1.866607918810797,69.50928997068125,Turbine,Chicago,0.0
120.85588955758838,65.69227938031287,2.967703546934301,56.34173583236568,Compressor,Atlanta,1.0
107.20136172814425,17.8197537174961,2.5279762600261573,49.08106901663179,Pump,Houston,1.0
48.03872178900053,31.023580105314544,1.0172124968950804,55.95963308831091,Compressor,Atlanta,0.0
75.53040085852358,39.207498242037204,1.4825938426210237,39.77187355927303,Turbine,San Francisco,0.0
71.73341664370409,34.513203839976576,1.072233665047192,50.52478057170451,Turbine,Atlanta,0.0
68.34919434996954,45.350025246927686,1.1153344228247977,61.96526786682884,Pump,New York,0.0
58.77455193755586,27.02188033625268,1.5731176395111806,37.07190710071838,Compressor,Chicago,0.0
64.5508091319105,46.9602424778867,1.6595604209342707,42.15558081258754,Turbine,Chicago,0.0
65.92539892708399,43.14025139144501,1.7516643869227833,56.74671535607662,Turbine,Chicago,0.0
58.88419750486449,44.49132472414087,1.8552122670457247,35.00403903440632,Compressor,San Francisco,0.0
63.16365717713612,38.45027053509039,1.5838250776933278,30.660851883225668,Compressor,San Francisco,0.0
36.4810056497079,75.04995425702273,0.779202963335785,18.720058893924154,Compressor,Atlanta,1.0
72.85865390724905,33.365154186834815,1.2972063216261605,50.867874262740415,Turbine,Atlanta,0.0
83.56240028570824,26.471742626978553,1.378741775236989,59.82438830728908,Compressor,San Francisco,0.0
68.25040243304592,22.524513766990196,1.339915245889637,28.990187895004013,Pump,Atlanta,0.0
65.46585891616147,39.34605571979419,1.5973142889587055,73.10459274730371,Pump,New York,0.0
64.07535740847106,40.43435055985879,1.7779292296587035,52.952297411054325,Compressor,San Francisco,0.0
64.83153116826172,36.355224599296555,1.6592504264990866,45.09116042339241,Turbine,New York,0.0
72.43123458512893,36.65342102831293,1.956011835494153,25.797825285402944,Turbine,San Francisco,0.0
78.22782780834002,29.24542650553461,1.93705704090893,45.65926178240593,Pump,San Francisco,0.0
73.81935452231554,39.644541496284916,1.1248705961541317,50.16914217176604,Pump,New York,0.0
70.28457581183159,27.587893961762013,0.9912544685559608,34.4696307048755,Pump,Houston,0.0
82.98294713223662,71.43726309539058,2.8955481493317707,54.39925393114091,Compressor,Houston,1.0
53.86438602123259,28.085717904475715,1.0166327350616482,56.846249963118915,Pump,Chicago,0.0
66.59401293090139,35.24112529052142,0.8136043751267955,48.41785189182292,Compressor,San Francisco,0.0
73.6728731340134,44.1718972698643,1.4722047384003643,48.30269512714479,Turbine,Houston,0.0
68.3185618141521,29.80801183621474,1.1106302423154235,46.18066136868602,Pump,Chicago,0.0
72.50200206251695,36.97817161687005,1.4451725754412703,61.709327861203604,Pump,Chicago,0.0
96.50781085445378,33.552132049038676,0.006416816146901372,25.4095815844856,Turbine,New York,1.0
41.51457379369924,43.24199755175653,1.932679354525035,38.18994991569055,Turbine,Chicago,0.0
52.9741639576216,46.48456794530899,1.6056903273229823,52.99164567188478,Turbine,Houston,0.0
83.88337778208448,36.44244041070002,1.4922264231782127,58.431503725964916,Compressor,Houston,0.0
76.72573701202731,39.653786919764045,1.2615120700229705,55.30394305924753,Compressor,Atlanta,0.0
75.00831591004211,45.21011190298844,2.053749620059078,54.22484621934272,Pump,San Francisco,0.0
79.61987189071841,37.33327146551237,0.8757091554501177,41.97222325131404,Compressor,Chicago,0.0
27.75880600254094,65.2695026635528,4.4255566581315255,39.05614802258847,Pump,New York,1.0
68.69856945632316,34.90365157632055,0.5103401025736524,62.844943775351325,Turbine,San Francisco,0.0
66.49221794398446,55.02590244055591,1.4402884196320789,54.2346249160142,Turbine,New York,0.0
65.79813182904142,35.014358983024856,1.1674463144905973,46.61256988228589,Turbine,Atlanta,0.0
94.92183998600687,37.984979176728075,2.38278058881363,64.46909944820457,Turbine,New York,0.0
65.86394466578356,53.58087380210213,1.7965526996788697,35.7525409065382,Turbine,San Francisco,0.0
66.58178179753864,46.35875589898443,2.4229006601859657,50.504474427744604,Turbine,Atlanta,0.0
47.80699627252465,37.33735062565861,1.404757151097447,42.77840838478304,Turbine,San Francisco,0.0
59.07878799651433,35.090959270387955,1.249052942501165,70.84071273652489,Compressor,San Francisco,0.0
77.07231373804277,41.028808873278514,1.5330894159325517,44.1563446920703,Turbine,Houston,0.0
63.283766320619485,29.95633236651618,1.4351045853976532,67.0210793410164,Turbine,San Francisco,0.0
73.24166352488442,59.941449033664384,1.6436101725876398,37.35812404008295,Compressor,Chicago,0.0
68.70965884870216,34.94932687627795,1.456652923207311,59.85620913336597,Compressor,Houston,0.0
13.709622907778318,6.049904122268538,4.0089174308450986,88.83965750577117,Pump,San Francisco,1.0
71.598563919974,32.516825569952246,1.4448084096769824,47.02357464003504,Turbine,Houston,0.0
83.9025532751199,35.270964395481954,1.6147936984878508,68.13673083795204,Compressor,Chicago,0.0
54.89958788014748,33.61898917593218,1.5695842308663104,64.9831154374968,Compressor,San Francisco,0.0
77.60055963689602,51.297685117746866,2.146966761552857,48.552676010814636,Pump,Atlanta,0.0
79.94447375508908,27.1568939881322,1.3640000138459318,59.71551710968461,Pump,New York,0.0
74.04212865277331,26.493930507749774,0.9094045297021415,66.17959684380905,Turbine,Chicago,0.0
52.21412415993483,35.35655688711417,1.8345376272481824,46.57035163553256,Pump,Houston,0.0
22.27105033128577,45.30749415712635,1.7278246083900595,12.413724054035349,Turbine,New York,1.0
67.61067900830305,38.24659269339051,1.3409096412366586,39.18811521961008,Compressor,Chicago,0.0
76.71340076450466,34.16950012477626,2.2197989637150677,30.944266470274698,Turbine,Chicago,0.0
55.027423548213555,30.27027504606101,1.4925147909845229,46.397782286939645,Compressor,San Francisco,0.0
80.8990495909083,31.115279103639928,1.368558763482312,56.90841569857335,Pump,San Francisco,0.0
66.86941969476845,32.41188042572434,1.851746761355586,51.134943462257425,Turbine,San Francisco,0.0
79.5530520857051,26.537307051118127,1.3768549286956,73.50339120154302,Pump,Houston,0.0
75.97228218253385,39.13460212659561,1.812614235436551,63.40969613409345,Turbine,Houston,0.0
60.73618870018461,35.91580847055023,2.1959957880906655,48.88887285927284,Pump,Atlanta,0.0
71.75286778933923,49.11860707033389,1.4360015123933023,59.83906155332924,Compressor,Chicago,0.0
51.248275303542556,42.245740803978926,1.6152668336056695,62.867988527259016,Turbine,Atlanta,0.0
74.75430682526624,43.45030786996898,1.4672354422555243,41.34677673952197,Compressor,Atlanta,0.0
69.40345688007808,48.34238346403612,1.0460041289109396,55.3383769974804,Turbine,New York,0.0
70.07063158628176,26.14613609816439,1.2103473457104785,49.19383635184918,Turbine,Houston,0.0
62.904201452508275,21.084598046141775,0.21620744103312095,57.5808001029734,Pump,Houston,0.0
69.25073443881553,27.0235173810939,0.8476031131895791,53.124548561517244,Turbine,Atlanta,0.0
74.60824865403865,46.50556468166999,0.8314238945794042,37.41853271818009,Turbine,San Francisco,0.0
60.235999513362025,36.28548398500522,1.1667600365182595,69.84976882495215,Compressor,San Francisco,0.0
64.70947322653706,38.825124604446465,0.935257211202298,39.93207440673396,Turbine,Chicago,0.0
78.79417041137403,26.592470670488318,1.711007179705347,67.6315211464998,Turbine,San Francisco,0.0
76.55900776529761,25.204782343621826,1.2978608778939607,44.99245581309297,Turbine,Atlanta,0.0
84.31152117761741,41.075537390580664,2.6732006619966993,62.816054414959424,Compressor,New York,0.0
63.322204435311136,26.121998976893806,1.7585001512569676,44.061440098825315,Compressor,Houston,0.0
52.741932712094034,34.47110084838394,1.5720581813898409,37.41129443629747,Pump,Houston,0.0
86.97539403864776,25.93691960445868,1.4196544383538112,12.909713420227416,Turbine,San Francisco,1.0
62.69633368282864,39.129152316691034,1.0688465319181595,53.114083511893305,Pump,Houston,0.0
64.64036554885952,32.69173679454563,2.0609752459576125,57.86954564094698,Turbine,Chicago,0.0
57.19570647503717,5.493077668572447,1.9746286509264546,17.87046389484977,Pump,Atlanta,0.0
53.39039066484008,39.94688453007732,1.7248563037482543,49.53991171287388,Pump,Chicago,0.0
54.84808937801448,39.873084152428106,1.5793416618093645,64.42591621445372,Compressor,Houston,0.0
74.20094490451841,28.359436038966106,1.6259347241590127,64.1474533796822,Pump,New York,0.0
57.1283643141575,30.689721297220892,0.4951333165656413,50.98715052321003,Pump,Houston,0.0
66.0638841796699,10.3395025988541,1.5759095463718793,47.06392841002374,Compressor,Chicago,0.0
70.1961665769399,35.26418645754426,2.0343524900673087,43.90425560226872,Pump,Atlanta,0.0
65.79354677234642,47.86332048895326,2.2084170410694015,63.919956981126695,Compressor,San Francisco,0.0
62.831776793971954,35.74348522146382,2.823942106778544,25.762526817220227,Pump,Atlanta,0.0
58.110365804650385,36.437563048849654,1.4811291018956998,58.531668196841885,Turbine,Atlanta,0.0
60.186740634825355,32.40815319439538,1.6715242653470215,61.99497450725151,Pump,Houston,0.0
75.13105798176083,36.68967519379565,2.1791785832153026,52.517852456754994,Turbine,Atlanta,0.0
59.62753845673544,39.592335447072244,0.9202322247747556,33.77293429256132,Turbine,Chicago,0.0
60.372674347153875,49.6494170845271,1.735483534892581,58.48660952172223,Turbine,Houston,0.0
77.09451817139039,44.52379988154786,1.0545072790232848,34.54045222076959,Turbine,Chicago,0.0
65.06877177600228,31.198997772443175,1.049594129494318,79.42752646005437,Pump,San Francisco,0.0
66.79332374442808,44.61799202688937,1.9745830351190805,36.77728521408824,Pump,Atlanta,0.0
79.7511973341775,27.024546988782987,0.8404024736161003,38.39627022332535,Pump,San Francisco,0.0
79.82690983945514,31.459285657806753,1.4942051078405894,55.3169873398986,Turbine,New York,0.0
69.05175768719128,38.09718652848725,0.46142017034958616,33.31133249805918,Turbine,Houston,0.0
76.03094684948833,32.03982027330205,1.2277135340881042,50.8059582402975,Turbine,San Francisco,0.0
47.76425832062803,45.89408730672179,2.2874671568945293,69.27830772967133,Pump,New York,0.0
112.99665489609612,38.322644078567464,3.992000454300487,74.8676757486957,Turbine,Chicago,1.0
68.13103841838016,29.86542876844527,1.7588603820135362,47.42899382189413,Turbine,Houston,0.0
80.35249334723753,50.62447756431917,1.5891198719525277,40.86940261939692,Turbine,Chicago,0.0
77.15805552123602,38.941124804196015,3.965478665378277,79.27422478713493,Compressor,Houston,1.0
85.00759790634311,50.11423036403197,2.1505649260892863,38.125938451463185,Compressor,New York,0.0
68.14341023336183,30.37232216898935,1.5963993962531344,51.34387441879481,Pump,Houston,0.0
88.5587362445145,73.83952421176137,2.612664269695326,47.4801864274908,Pump,Houston,1.0
70.4128745558744,32.72391756528622,1.8212372232863094,37.67841975251957,Compressor,Chicago,0.0
40.705513099977324,35.979927402995635,2.2645505033366238,44.48526088720514,Turbine,Atlanta,0.0
74.37313187038961,28.134271745826986,2.013007062853649,43.02308855953795,Turbine,New York,0.0
59.64757677580626,43.476524580987174,1.9300425338714102,55.09663107710123,Compressor,Chicago,0.0
71.76150451887692,27.308225491915948,1.463033817371545,50.649329785726934,Turbine,Atlanta,0.0
69.75645407739017,36.13583931099204,1.752077275475139,54.995007969689034,Pump,New York,0.0
76.68654804757907,28.547922967795344,1.3051189319417844,56.71850307175194,Compressor,Atlanta,0.0
72.38789159026514,48.111684220798665,1.1741479258908831,39.61026516285236,Turbine,Chicago,0.0
81.53900734255747,40.50607768617931,1.0983106464168548,33.73569241083423,Turbine,San Francisco,0.0
61.49115910961101,52.76257486403905,1.6188182015053723,64.28724467126588,Pump,Chicago,0.0
72.3421473253652,40.67528784469284,2.4226998406251896,47.14841469844722,Turbine,Chicago,0.0
60.01693224708945,33.510814248274805,1.8144069141663808,28.863565856150476,Compressor,Chicago,0.0
73.51479900352201,30.49535138358101,2.3273173742010442,53.61001946177102,Pump,New York,0.0
75.3629090951719,32.92988470502097,1.1412506989577893,46.54593048167466,Compressor,New York,0.0
63.58333179869618,32.975305271887116,1.8427791816085919,56.535966839459675,Pump,Chicago,0.0
69.17319314157301,30.91948839923134,1.2673772854154595,44.20659430424185,Pump,Chicago,0.0
79.17861947054776,44.341935404222234,1.1391517729922787,48.9201653325473,Compressor,Houston,0.0
68.09759155586784,28.818904882775197,1.0015664526215649,56.83062711399045,Turbine,Chicago,0.0
67.95123336135283,37.101135902973525,2.1304758427404638,44.234090745141906,Pump,Atlanta,0.0
65.42903743413729,28.707423267537198,1.39023670877643,35.04860341516117,Pump,San Francisco,0.0
86.5330963717853,17.935046258255113,2.1142332452117714,37.66680263631685,Turbine,Chicago,0.0
69.62106918283169,32.48444967761897,0.9335585933228634,48.41915372042089,Pump,Atlanta,0.0
67.01179910970797,23.588288708610037,1.3842252530273522,46.86738562255962,Compressor,New York,0.0
73.19781934142537,38.48437055193891,1.97343073082309,54.745838196939445,Pump,San Francisco,0.0
70.43514668643466,34.76946718729101,0.7374471794928197,52.81210529955878,Compressor,Atlanta,0.0
76.38051101440757,35.65033140033985,0.9751629421216026,40.70675411758373,Pump,Chicago,0.0
112.78221826032775,32.86976001960174,4.663104533850841,33.37316565857671,Pump,San Francisco,1.0
58.7394603908895,34.06809317895172,0.8572172031444447,49.3248599247171,Turbine,Atlanta,0.0
69.68796511060916,28.321360715626614,2.0639624927584137,43.749578653999336,Pump,Atlanta,0.0
92.29162140910545,27.537596576808316,2.615585990954876,42.543577092829196,Pump,San Francisco,1.0
117.16076125764363,54.15224393949286,4.512689275312825,78.34137059661239,Compressor,Atlanta,1.0
65.22354417395995,55.582019113955795,1.162480494290266,47.99546086647065,Compressor,Atlanta,0.0
70.74509593826772,43.35984396106555,1.4414054829677307,57.40024252780098,Pump,New York,0.0
61.81801116577693,21.352327240874118,2.2285509131137027,53.864461835180464,Compressor,Houston,0.0
67.18672442881787,34.394631418743494,1.6793706940541515,58.36230976410867,Compressor,Houston,0.0
71.20295631711899,19.427797709129088,1.8832279799248544,41.39841220738598,Turbine,New York,0.0
73.91127876932727,34.91554852095317,2.402059545982202,45.43528484049489,Turbine,Houston,0.0
70.6934433703625,42.96134132126885,1.0646786045166667,50.512435116530206,Compressor,Chicago,0.0
131.4206923961483,52.37367968020746,4.977295458157817,15.01336982231023,Compressor,Atlanta,1.0
69.80580394112268,25.914912761937366,1.549412022508216,51.70575581477022,Pump,Houston,0.0
66.2949190140997,35.57830677699896,2.007928259496489,33.01923852080435,Pump,New York,0.0
65.60268941725825,29.28747905614257,2.616173016592869,58.26290124622276,Pump,San Francisco,0.0
50.124310853991076,24.966712104035167,1.269012201014358,56.95719700845076,Turbine,Atlanta,0.0
64.71053237275301,42.18595658284983,1.520794533779217,60.67566120657956,Pump,Houston,0.0
74.9298645851446,15.179951050967865,2.1034851623161246,48.5687360252866,Turbine,New York,0.0
79.95581514002029,32.71566699754221,1.7771272380132606,56.98001587510532,Turbine,Atlanta,0.0
59.742473163597225,35.080169213924556,1.2637495534575478,52.06708916010856,Pump,Chicago,0.0
71.65403660299704,28.337093798763718,0.7487877011782241,36.13404993442835,Pump,Houston,0.0
69.51911492669227,44.58694855498768,2.1398070595888736,57.036038680787364,Compressor,Chicago,0.0
71.64294765370569,31.725438283306516,1.305615624785209,46.367364608632826,Compressor,San Francisco,0.0
112.53463791732109,74.57575916723994,2.059712442850658,85.12997790194984,Turbine,San Francisco,1.0
66.21613682098538,14.970838332343995,3.408486964599446,61.46361078812064,Turbine,Chicago,1.0
69.03286888129608,36.3023729447993,1.5768245646483094,50.736388929402395,Turbine,Houston,0.0
104.47639731695435,34.2676376500204,2.796560141246953,30.250208571545578,Pump,Atlanta,1.0
18.534630261591687,70.97672847766145,2.8068762654822326,72.26100790786288,Compressor,Chicago,1.0
101.7041972819861,59.81508076630069,2.6902725540888084,13.40378955836913,Compressor,Atlanta,1.0
76.86260190374513,39.999228757232345,2.043431744860918,63.95707481867505,Compressor,New York,0.0
72.11396567470659,30.630671166255844,2.149590626314592,63.4621276611262,Turbine,Houston,0.0
74.89374561227918,38.17093565173881,1.826040118677454,71.7009499187626,Turbine,New York,0.0
75.04046515517844,25.465002366470003,1.9541112620458645,61.80317839177625,Turbine,Houston,0.0
59.756123586657104,43.68177810929305,1.6348018470316221,59.002056534504945,Pump,San Francisco,0.0
118.4449549882954,27.11786612749452,3.4274111120614856,38.750175013133024,Compressor,Chicago,1.0
77.15755803059912,14.58098151151968,3.2070975654212046,27.079259728878597,Turbine,Atlanta,1.0
68.95032292436376,32.225088096603116,1.2667462363249413,47.54346647874466,Turbine,Houston,0.0
85.21316051922452,22.04661554787308,2.9370413490049567,42.03474424839653,Pump,New York,0.0
74.86309993350221,36.084144022334364,1.5380962107243612,26.58469590608927,Turbine,Chicago,0.0
68.60410371844826,32.49730821558782,1.4252073423413119,48.81612162655772,Pump,Chicago,0.0
76.38391925608383,14.833223947418123,1.491315996245451,58.06774035712389,Turbine,San Francisco,0.0
72.88693629279857,39.631278544553076,2.097074074006563,52.866848198743426,Compressor,San Francisco,0.0
60.176964196226855,18.50875660781676,1.5310754530428634,52.79097337221544,Pump,Chicago,0.0
55.91000645518934,18.57738588625395,3.275657845639828,56.28079156253679,Turbine,Atlanta,1.0
73.7721187506452,40.13557703554961,1.0980876758786273,52.23846689779657,Pump,Houston,0.0
69.36475425384644,27.590693892134333,1.855387012587597,42.21508434881652,Turbine,Atlanta,0.0
75.05589241835875,27.181087060130317,2.3180525552981597,47.930031295153825,Turbine,San Francisco,0.0
64.86099373351156,32.548836583307846,1.5395369289813066,40.12232913225533,Pump,New York,0.0
88.38183676795123,26.101380242635354,1.6815492163305195,71.23320513281018,Pump,Chicago,0.0
61.51934401969491,33.05866830858302,1.5169689425674815,49.700565529422505,Turbine,New York,0.0
77.30958976376216,49.0997853189569,1.140983458913863,67.36323808849889,Compressor,New York,0.0
60.54493120057269,38.9130444531943,1.3819829049219796,52.521921506980924,Compressor,New York,0.0
62.4626383564251,40.85518455387505,1.6157593860232309,26.619912832084488,Turbine,New York,0.0
82.29990368438683,41.1435013081323,1.7132839558918387,51.686677600192915,Compressor,San Francisco,0.0
63.50722454933993,30.529603423501275,1.399456032199816,39.50785230992835,Compressor,New York,0.0
136.8441449184553,64.13436994677622,0.6407514763170358,31.30028187364686,Compressor,San Francisco,1.0
86.12278257988646,48.3118902384648,0.6021933896788416,54.88661537260477,Turbine,Chicago,0.0
78.92597338299309,30.111991007282967,1.3685915787369425,34.264567766097684,Pump,Chicago,0.0
57.30708894756896,36.36320795249608,1.539840489922707,58.5250127595504,Turbine,New York,0.0
45.283554998727105,32.96419138683727,1.192343058963146,39.884297242956094,Turbine,Houston,0.0
77.75155494034783,30.97022130536437,0.5418496170011465,50.655537251502786,Pump,Chicago,0.0
73.91209327237394,35.64899666734802,1.8561916724332281,38.62755471118706,Turbine,New York,0.0
77.59514887486108,42.705812271151515,1.6849896069403734,56.506049536314094,Pump,San Francisco,0.0
63.52458194364841,39.567565556830985,0.9105019135215522,36.36534983814538,Pump,San Francisco,0.0
84.51001438131337,41.18838092085615,1.7015850833171948,49.844618412634794,Compressor,Atlanta,0.0
41.676740750158594,36.48874416700748,1.1271897664139132,49.17749913346676,Compressor,New York,0.0
74.68774256075024,20.95595529036298,1.2961697107170325,54.866359561448114,Turbine,San Francisco,0.0
88.98734981355238,35.60327303139733,1.52675713715678,47.89154657274193,Pump,San Francisco,0.0
55.96616828497732,42.90298535568949,1.2163007828971628,74.5518071013197,Pump,New York,1.0
65.35595737690612,47.88234384386297,1.8674679871271578,62.38283210855647,Turbine,Chicago,0.0
124.35863656211068,42.53417401115799,0.9512644066320841,79.50866566047729,Turbine,New York,1.0
76.26613637263071,38.38102893754053,1.336092344880321,48.692996732674594,Compressor,San Francisco,0.0
48.46657080128756,21.595356403007244,2.104219994568044,42.48256435312812,Pump,Atlanta,0.0
92.9268279860838,26.91531742620603,1.0726102352795102,84.47879012070042,Compressor,Atlanta,1.0
59.73919155804376,44.39073616293362,1.6977347200227921,49.70853648509429,Turbine,Houston,0.0
64.07759155187185,24.81429780869282,1.543812577584982,19.906588573168264,Turbine,New York,0.0
78.24102896855706,41.92216925835637,2.1230294624601154,40.29649908607683,Turbine,New York,0.0
